generation,best_fitness,mean_fitness,worst_fitness,std_fitness,n_hospitals_large,n_hospitals_small,time_simulation,time_offspring,n_population,did_random_restart
0,0.13201695539468838,0.14241561322006321,0.15373189208136412,0.005246058681385012,35,110,54.00710105895996,0.008142709732055664,100,False
1,0.13161330779971506,0.14244657100040495,0.15669695096632946,0.005619966052499402,35,110,53.48859167098999,0.01609635353088379,100,False
2,0.13161330779971506,0.1424454068769844,0.1583967025890642,0.005758156412658377,35,110,53.11307215690613,0.013022184371948242,100,False
3,0.13080764899325126,0.14235618831496585,0.1618034453797373,0.006526601359839673,35,110,53.444565296173096,0.01514291763305664,100,False
4,0.130163561888138,0.14204754223634336,0.16679765907080457,0.005816199048093559,35,110,53.32318067550659,0.015085935592651367,100,False
5,0.130163561888138,0.14227230605324437,0.15868717443001662,0.005220435980596263,35,110,53.64458227157593,0.01583242416381836,100,False
6,0.130163561888138,0.1422277303889421,0.1581152139387975,0.005891992735928315,35,110,53.40394616127014,0.01550602912902832,100,False
7,0.130163561888138,0.14238898065205802,0.16384677697284505,0.005662885784706618,35,110,53.80157518386841,0.016048669815063477,100,False
8,0.12897100465787203,0.1420534278570695,0.1596532709915121,0.006141536587755114,35,110,53.94548463821411,0.01430368423461914,100,False
9,0.12897100465787203,0.1416296745965512,0.15519067595977198,0.005194036180786772,35,110,53.68112230300903,0.01651310920715332,100,False
10,0.12897100465787203,0.14218370312779507,0.16287068359416612,0.005438863606993914,35,110,53.345038175582886,0.017099618911743164,100,False
11,0.12897100465787203,0.14246310656913905,0.15605536577079876,0.0054436151422358305,35,110,53.866291522979736,0.01648092269897461,100,False
12,0.12897100465787203,0.14202878023601292,0.1645697952454887,0.005811310091729197,35,110,53.63239407539368,0.01662921905517578,100,False
13,0.12897100465787203,0.1426695621486454,0.15657715688608287,0.005653960539037996,35,110,53.5006639957428,0.01694512367248535,100,False
14,0.12897100465787203,0.1424781324637932,0.1580848699607429,0.005648460395711207,35,110,53.464239835739136,0.015516042709350586,100,False
15,0.12897100465787203,0.142359079189447,0.15613020013572138,0.005606882349741963,35,110,53.77737641334534,0.015378236770629883,100,False
16,0.12897100465787203,0.1418767163621186,0.1547329146534803,0.005045890031685205,35,110,53.56524991989136,0.018790245056152344,100,False
17,0.12897100465787203,0.1420669527755637,0.15588043018698994,0.005391260286001474,35,110,53.32007122039795,0.01792001724243164,100,False
18,0.12897100465787203,0.14211674595445392,0.15763461429193737,0.00596371827380713,35,110,53.67085361480713,0.016054391860961914,100,False
19,0.12774844648776554,0.14229548859551885,0.15659742246737823,0.0056989115815991994,35,110,53.494548320770264,0.016427278518676758,100,False
20,0.12774844648776554,0.14197240045675827,0.15847691588917362,0.005863233600083799,35,110,53.458226442337036,0.01963210105895996,100,False
21,0.12774844648776554,0.1412773983726544,0.1571969862893688,0.005507077575578595,35,110,53.709047079086304,0.016515254974365234,100,False
22,0.12774844648776554,0.14155911334713125,0.15732646673227718,0.005336899744903301,35,110,53.519439697265625,0.016217708587646484,100,False
23,0.12774844648776554,0.14108461654337473,0.15984204246292544,0.005979030135696913,35,110,53.989909648895264,0.01556086540222168,100,False
24,0.12774844648776554,0.14076470892296683,0.1562748037902501,0.005275216644901071,35,110,53.74676012992859,0.017258644104003906,100,False
25,0.12774844648776554,0.14033812963426803,0.15336952982317048,0.005398057544485421,35,110,54.027562379837036,0.0163266658782959,100,False
26,0.12774844648776554,0.14181137074063627,0.16165143058136355,0.005783458030528335,35,110,53.49443578720093,0.015903949737548828,100,False
27,0.12774844648776554,0.14092900757808408,0.15431033258205648,0.0051892971982842795,35,110,53.47446942329407,0.017659902572631836,100,False
28,0.12774844648776554,0.14061874949078726,0.15705748468531627,0.005700861410602113,35,110,53.88153696060181,0.01526641845703125,100,False
29,0.12672307511928915,0.14000892755620117,0.1546913767306199,0.005391057565264643,35,110,53.744776487350464,0.01609635353088379,100,False
30,0.12672307511928915,0.1407192946587971,0.15672799200742438,0.005608719129661349,35,110,53.60283637046814,0.01641559600830078,100,False
31,0.12672307511928915,0.1410925090377075,0.16292981401162904,0.0061306021717395095,35,110,53.750566244125366,0.0177154541015625,100,False
32,0.12672307511928915,0.14056301482684172,0.1566825431019177,0.005213539263294209,35,110,53.74545931816101,0.013005971908569336,100,False
33,0.12672307511928915,0.14072751904642197,0.1531723981112702,0.005562830198164306,35,110,53.57317543029785,0.01706409454345703,100,False
