generation,best_fitness,mean_fitness,worst_fitness,std_fitness,n_hospitals_large,n_hospitals_small,time_simulation,time_offspring,n_population,did_random_restart
0,0.11347408314830411,0.11459211728091592,0.1175805434628964,0.000982558241373026,29,100,10.951888799667358,0.0006260871887207031,100,False
1,0.11347408314830411,0.11434644191580651,0.11545382340139598,0.0003858673647586859,29,100,9.615714073181152,0.0009958744049072266,100,False
2,0.11269549933729038,0.11342716963325605,0.1144620526710079,0.0003457940853563347,29,100,9.711393117904663,0.0006437301635742188,100,False
3,0.11269549933729038,0.11809479126045948,0.12039538868196942,0.0019797756767123667,29,100,10.158485889434814,0.0006911754608154297,100,False
4,0.1120124061628141,0.11273698443400518,0.11376834798615572,0.00037860734451071297,29,100,10.915253162384033,0.0007519721984863281,100,False
5,0.1120124061628141,0.11369995499511934,0.11535484709723084,0.0007048455945012541,29,100,10.781466245651245,0.0006358623504638672,100,False
6,0.11162473703837156,0.11222346019337362,0.11318033550792171,0.000306549487055547,29,100,10.49244475364685,0.0006895065307617188,100,False
7,0.11162473703837156,0.11395075800746943,0.11517530723335473,0.0008867162990352552,29,100,10.33505892753601,0.0006322860717773438,100,False
8,0.10888303002096718,0.10978431440225961,0.11191217829370743,0.0007771780813618684,29,100,10.407160997390747,0.0006449222564697266,100,False
9,0.10888303002096718,0.11248086808161986,0.11417864559020008,0.0013976455218211246,29,100,10.666768074035645,0.0007660388946533203,100,False
10,0.10888303002096718,0.11323603094669138,0.11490027477583242,0.0015968995642905678,29,100,10.731161117553711,0.0006830692291259766,100,False
11,0.10888303002096718,0.1125861048095963,0.11464110812859865,0.001390092618725446,29,100,10.778182029724121,0.0006487369537353516,100,False
12,0.10888303002096718,0.11290777190513276,0.1142809162646071,0.001501071809218025,29,100,10.62290096282959,0.0006470680236816406,100,False
13,0.10888303002096718,0.11316319748411097,0.11480129798244931,0.0016026862210594668,29,100,10.91515588760376,0.0007250308990478516,100,False
14,0.10888303002096718,0.11601363567387858,0.1180027285771411,0.0026906388592325354,29,100,11.324490785598755,0.0007061958312988281,100,False
15,0.10888303002096718,0.1117289203930938,0.1130493537015276,0.0010894167288230498,29,100,11.061814069747925,0.0007901191711425781,100,False
16,0.10888303002096718,0.11333863465285528,0.1153133540844215,0.0016957388793950672,29,100,10.93116283416748,0.0006780624389648438,100,False
17,0.10888303002096718,0.11267587462917936,0.11440128458545316,0.0014232214170499346,29,100,10.737930059432983,0.0007898807525634766,100,False
