generation,best_fitness,mean_fitness,worst_fitness,std_fitness,n_hospitals_large,n_hospitals_small,time_simulation,time_offspring,n_population,did_random_restart
0,0.12757543765356266,0.14073346322174446,0.1642586762899263,0.005869636234957443,29,101,14.648580074310303,0.003153085708618164,100,False
1,0.1270427671990172,0.13214184390356265,0.13508609106265354,0.0017384805229821848,29,101,12.965304851531982,0.0009262561798095703,100,False
2,0.12640356265356265,0.12849873310810808,0.13119759674447173,0.0010462270905419431,29,101,12.975523233413696,0.0009319782257080078,100,False
3,0.12532046606265357,0.127442980267199,0.12890711378992628,0.0007238067051442247,29,101,12.995418071746826,0.0009050369262695312,100,False
4,0.12473452856265356,0.1267187260058354,0.12837444333538084,0.0007468259077084633,29,101,13.010432958602905,0.0008900165557861328,100,False
5,0.12405981265356264,0.1257194362331081,0.12723807969901718,0.0006126891509536173,29,101,12.893901109695435,0.0008978843688964844,100,False
6,0.12370469901719901,0.12528104844901722,0.1270427671990172,0.0007022796621538561,29,101,12.979493856430054,0.0009131431579589844,100,False
7,0.12278140356265355,0.12460810810810811,0.1261372274262899,0.0007439239961805444,29,101,13.78960394859314,0.0009050369262695312,100,False
8,0.12256833538083536,0.12392149589219899,0.12530271038083537,0.0005655528612702768,29,101,13.159480094909668,0.0008840560913085938,100,False
9,0.12219546606265355,0.12342220611947173,0.12491208538083537,0.0005581675582840007,29,101,12.949121952056885,0.0009112358093261719,100,False
10,0.12192913083538082,0.12314610526719902,0.12475228424447174,0.0006864467839191596,29,101,13.045252084732056,0.0008878707885742188,100,False
11,0.12160952856265356,0.1226814390740172,0.12427288083538082,0.0006162969024123206,29,101,12.951313734054565,0.0008873939514160156,100,False
12,0.12113012515356264,0.1223866947558354,0.12395327856265355,0.00059672223912139,29,101,13.18872594833374,0.0009102821350097656,100,False
13,0.12105910242628992,0.12200690072174447,0.12336734106265355,0.0005655276920986368,29,101,12.969588041305542,0.0009095668792724609,100,False
14,0.12086378992628992,0.12170753992628994,0.12306549447174446,0.0005128809756433854,29,101,12.9091157913208,0.0008842945098876953,100,False
15,0.1205974546990172,0.12156869049447173,0.12311876151719901,0.0005292533625587696,29,101,12.928359985351562,0.0008928775787353516,100,False
16,0.1201002956081081,0.12142859816492628,0.12310100583538083,0.0006018557798338237,29,101,12.987653732299805,0.0009143352508544922,100,False
17,0.11985171606265355,0.12111361236947171,0.12256833538083536,0.0006017172658241946,29,101,13.225730657577515,0.0008912086486816406,100,False
18,0.11979844901719901,0.12074713509674444,0.122142199017199,0.0005591165529672897,29,101,12.92937707901001,0.0009021759033203125,100,False
19,0.11930128992628991,0.12046819333538082,0.12166279560810811,0.0005408468118809122,29,101,12.927093982696533,0.0008971691131591797,100,False
20,0.11914148878992628,0.12018729844901718,0.12187586378992628,0.0005561554597365939,29,101,13.016700029373169,0.0008921623229980469,100,False
21,0.11914148878992628,0.11996215640356266,0.1216627956081081,0.0005247912764033548,29,101,13.062700033187866,0.0009222030639648438,100,False
22,0.11841350583538082,0.11977163793765357,0.12116563651719901,0.0005256431282462023,29,101,12.966875076293945,0.0009000301361083984,100,False
23,0.11780981265356265,0.11953708538083538,0.12065072174447174,0.0005582070095713672,29,101,12.826658010482788,0.000888824462890625,100,False
24,0.11777430128992628,0.11893587799447172,0.12038438651719902,0.0006187399359194373,29,101,12.90209698677063,0.0009021759033203125,100,False
25,0.11734816492628991,0.11846233396038086,0.11953211378992629,0.0004635652851420466,29,101,12.957028150558472,0.0009138584136962891,100,False
26,0.11734816492628991,0.1182830015740172,0.11923026719901719,0.000456838028164814,29,101,13.549040079116821,0.0009148120880126953,100,False
27,0.11713509674447173,0.118140245892199,0.11946109106265355,0.0005710482063285411,29,101,13.244055032730103,0.0009107589721679688,100,False
28,0.11686876151719901,0.11792859816492628,0.11894617628992628,0.000505109016419955,29,101,13.1671781539917,0.0009329319000244141,100,False
29,0.11605200015356265,0.1177391450399263,0.11919475583538083,0.0005242226662907503,29,101,12.927670240402222,0.0009009838104248047,100,False
30,0.11605200015356265,0.117409777142199,0.11891066492628992,0.0005231177940690834,29,101,12.896873950958252,0.0009310245513916016,100,False
31,0.11605200015356265,0.11702465640356265,0.11807614788083537,0.0005226241300245294,29,101,12.832131147384644,0.0009207725524902344,100,False
32,0.11562586378992629,0.1167272487331081,0.11775654560810811,0.00047087355137160843,29,101,12.960695028305054,0.0009520053863525391,100,False
33,0.11562586378992629,0.11657312941492627,0.11754347742628993,0.00042499087726777165,29,101,12.922054052352905,0.000926971435546875,100,False
34,0.11548381833538082,0.1166022487331081,0.11782756833538083,0.0005216454631331226,29,101,12.937962055206299,0.0009210109710693359,100,False
35,0.11509319333538083,0.11629543055128991,0.11727714219901719,0.00040685931259856306,29,101,12.880006313323975,0.0009288787841796875,100,False
36,0.11509319333538083,0.1162157075399263,0.11706407401719901,0.000440008437307214,29,101,12.92302393913269,0.0009210109710693359,100,False
37,0.11509319333538083,0.11605306549447175,0.11706407401719901,0.000507985184998166,29,101,12.925410032272339,0.0009219646453857422,100,False
38,0.114720324017199,0.1157410981649263,0.11674447174447174,0.0004552765601930517,29,101,12.916313886642456,0.0009353160858154297,100,False
39,0.114720324017199,0.11570239077856265,0.11653140356265355,0.0004126788310816502,29,101,12.870137929916382,0.0009241104125976562,100,False
40,0.11461378992628993,0.11554809390356265,0.1166912046990172,0.00044576154614954456,29,101,12.976954936981201,0.0009512901306152344,100,False
41,0.11440072174447175,0.11536734106265356,0.116282824017199,0.0004640475212889983,29,101,12.849807024002075,0.0009081363677978516,100,False
42,0.114329699017199,0.115202745892199,0.11605200015356265,0.0003973232446512147,29,101,12.898519039154053,0.0009200572967529297,100,False
43,0.11429418765356264,0.11511929418765356,0.11610526719901719,0.00047301786201130847,29,101,12.900328874588013,0.0009069442749023438,100,False
44,0.11406336378992629,0.11499092060810812,0.11578566492628992,0.00044093560922918456,29,101,12.97711730003357,0.0009207725524902344,100,False
