generation,best_fitness,mean_fitness,worst_fitness,std_fitness,n_hospitals_large,n_hospitals_small,time_simulation,time_offspring,n_population,did_random_restart
0,0.13024230800271552,0.14440604022736067,0.16990505172307385,0.00627036067187136,29,101,13.554537057876587,0.003274202346801758,100,False
1,0.1259225594908021,0.14134356644026227,0.1583197231589314,0.006033132764553614,29,101,14.601945161819458,0.019083738327026367,100,True
2,0.1259225594908021,0.14072925367800718,0.15541681523211864,0.00551416897902266,29,101,14.638568878173828,0.0030591487884521484,100,True
3,0.1259225594908021,0.1449944760778684,0.16372573475626911,0.0064461501608076436,29,101,14.933216094970703,0.002950906753540039,100,True
4,0.1259225594908021,0.14334441619646043,0.1626070308356455,0.006560794253723481,29,101,16.60293698310852,0.0031011104583740234,100,True
5,0.1259225594908021,0.13994459165444462,0.1604400928916357,0.00612093184785044,29,101,17.175379991531372,0.0030100345611572266,100,True
6,0.1259225594908021,0.1453768786497926,0.16468247841815403,0.0069950776287218425,29,101,15.587743043899536,0.0031430721282958984,100,True
7,0.1259225594908021,0.14216863996240284,0.1571243084026589,0.0061709268024686,29,101,16.26304006576538,0.003207683563232422,100,True
8,0.1259225594908021,0.14419397523336783,0.16317742911770639,0.006117459329941185,29,101,15.492862939834595,0.0030181407928466797,100,True
9,0.1259225594908021,0.14063685654382407,0.15451854534365111,0.005886422459466775,29,101,15.240607023239136,0.0029888153076171875,100,True
10,0.1259225594908021,0.1438459334480322,0.16840381334162136,0.00698986515047382,29,101,15.103734016418457,0.0029320716857910156,100,True
11,0.1259225594908021,0.14223466278649222,0.16159850744843085,0.0063703535139075,29,101,15.187329053878784,0.0029501914978027344,100,True
12,0.1259225594908021,0.1423433054237728,0.15613034471026116,0.005379072948425268,29,101,15.322449922561646,0.003155231475830078,100,True
13,0.1259225594908021,0.14194298436109126,0.163321423244879,0.006034211808121467,29,101,16.333928108215332,0.0031766891479492188,100,True
14,0.1259225594908021,0.14269427167420484,0.15566375649385733,0.005878776916471218,29,101,17.083311796188354,0.00299835205078125,100,True
15,0.1259225594908021,0.14355511937687146,0.1629298015751466,0.006496338319470921,29,101,17.486992835998535,0.003033161163330078,100,True
16,0.1259225594908021,0.14224423078325946,0.15422645964033777,0.005662259961763461,29,101,17.783626079559326,0.003139019012451172,100,True
17,0.1259225594908021,0.13965655391318324,0.15682044670208228,0.006146721575453231,29,101,17.519097805023193,0.0031871795654296875,100,True
18,0.1259225594908021,0.14367574470988617,0.16217140449879144,0.006811856053726771,29,101,17.517818927764893,0.0029282569885253906,100,True
19,0.1259225594908021,0.14143296236854272,0.15141786595994217,0.005390001698368526,29,101,17.14168095588684,0.0030710697174072266,100,True
20,0.1259225594908021,0.1421658468940114,0.15794104366896727,0.006520923250367498,29,101,15.442583799362183,0.0029952526092529297,100,True
21,0.1259225594908021,0.1425356024728151,0.1627298477516818,0.006371206902004395,29,101,15.84795093536377,0.0030930042266845703,100,True
22,0.1259225594908021,0.13941507555656898,0.15492366749667646,0.005742834977919608,29,101,15.468029975891113,0.0029478073120117188,100,True
23,0.1259225594908021,0.14609759664102565,0.16692062292204507,0.007356270658262548,29,101,15.49480390548706,0.0029709339141845703,100,True
24,0.1259225594908021,0.1422589311933636,0.16017953667953666,0.005847739482809946,29,101,15.420915126800537,0.002942800521850586,100,True
25,0.1259225594908021,0.14554179766804523,0.15991822870399364,0.006791906923337502,29,101,15.795576810836792,0.002952098846435547,100,True
26,0.1259225594908021,0.14420908372892138,0.17013081675846511,0.006322973572484155,29,101,15.432914018630981,0.003111124038696289,100,True
27,0.1259225594908021,0.14077905376234845,0.1550503746797403,0.00607318848858385,29,101,15.465590000152588,0.002949953079223633,100,True
28,0.1259225594908021,0.14450334289362654,0.16147357699504938,0.006669721924921782,29,101,15.477218866348267,0.0031702518463134766,100,True
29,0.1259225594908021,0.14105672656953586,0.1552761975988352,0.006261618393854496,29,101,15.335742950439453,0.0029840469360351562,100,True
30,0.1259225594908021,0.14294245794245536,0.1620469338434884,0.006187099793346324,29,101,15.505433082580566,0.0029768943786621094,100,True
31,0.1259225594908021,0.14174451516496658,0.16153458383287234,0.0053489507012290174,29,101,15.467082023620605,0.002956867218017578,100,True
32,0.1259225594908021,0.14140641856710098,0.16142340392340393,0.006616314945440059,29,101,15.741198062896729,0.003177642822265625,100,True
33,0.1259225594908021,0.14337261854527403,0.15767134529133828,0.00560848471001711,29,101,15.314146041870117,0.002936840057373047,100,True
34,0.1259225594908021,0.14384940377699018,0.16665069709341002,0.007014167899126294,29,101,15.53367304801941,0.002956867218017578,100,True
35,0.1259225594908021,0.14393631382144542,0.16039522123977445,0.005555317147130607,29,101,15.428642749786377,0.003095388412475586,100,True
36,0.1259225594908021,0.14354647672411783,0.15866769480341197,0.005974936303209232,29,101,15.76340126991272,0.003068685531616211,100,True
37,0.1259225594908021,0.14484408721194444,0.1607424153654125,0.006812318089094377,29,101,15.404589891433716,0.003095865249633789,100,True
38,0.1259225594908021,0.1433102655945642,0.16498425245870757,0.0071555388714593824,29,101,15.395998239517212,0.0031807422637939453,100,True
39,0.1259225594908021,0.14290027835535976,0.16398845801710826,0.006151143413099342,29,101,15.970194101333618,0.0030930042266845703,100,True
40,0.1259225594908021,0.14037796978609784,0.16415845891289554,0.006571754984412781,29,101,15.938772916793823,0.0030584335327148438,100,True
41,0.1259225594908021,0.14441636965702107,0.16268578087833846,0.0071304994291457625,29,101,15.44331693649292,0.0029811859130859375,100,True
42,0.1259225594908021,0.143669439396469,0.1626314988924908,0.006976905935531542,29,101,15.52597689628601,0.002930164337158203,100,True
43,0.1259225594908021,0.14010454530186678,0.15439387359404083,0.005179315877494905,29,101,15.518563032150269,0.003083944320678711,100,True
44,0.1259225594908021,0.1451395117378567,0.15960059325316228,0.005939345826314549,29,101,15.592826128005981,0.003060579299926758,100,True
45,0.1259225594908021,0.14340890521716015,0.15914482262917187,0.00669427574689682,29,101,15.560449123382568,0.0029430389404296875,100,True
46,0.1259225594908021,0.14178602584699418,0.15921980929415874,0.006026929557853101,29,101,15.691259145736694,0.002974987030029297,100,True
47,0.1259225594908021,0.14578730022511963,0.16602534294536428,0.006306860976791132,29,101,15.478826999664307,0.0029609203338623047,100,True
48,0.1259225594908021,0.14474230812394837,0.16719471045370865,0.007858029656586815,29,101,15.614513158798218,0.003020763397216797,100,True
49,0.1259225594908021,0.14226938039348677,0.15969509847775232,0.006240530693185056,29,101,15.541676044464111,0.0029449462890625,100,True
50,0.1259225594908021,0.13956348836513202,0.16359581156539693,0.007031817568675299,29,101,15.70048999786377,0.0030939579010009766,100,True
51,0.12543867357211605,0.1408164574202923,0.15784028751282128,0.005501790603721752,29,101,15.541254758834839,0.0029702186584472656,100,True
52,0.12543867357211605,0.1425060068376224,0.1583685401886053,0.005638381252729995,29,101,15.718672037124634,0.0029687881469726562,100,True
53,0.12543867357211605,0.14357561478458963,0.1584479282033518,0.006646811808488803,29,101,15.560525894165039,0.0029599666595458984,100,True
54,0.12543867357211605,0.1423528523346768,0.15491944867513646,0.005430485095596281,29,101,15.727048397064209,0.002969503402709961,100,True
55,0.12543867357211605,0.14466642721605383,0.15977202514793842,0.007018389182859132,29,101,16.004617929458618,0.002995014190673828,100,True
56,0.12543867357211605,0.1417784668428121,0.1576749463825622,0.005722009648898599,29,101,15.539952754974365,0.0030982494354248047,100,True
57,0.12543867357211605,0.14395596329899205,0.16059171418124568,0.006514224341726564,29,101,15.397849082946777,0.0029478073120117188,100,True
58,0.12543867357211605,0.14071520276720584,0.1547975583309907,0.005795315903652427,29,101,16.052661895751953,0.003111124038696289,100,True
59,0.12543867357211605,0.14276470413917441,0.16065412585993988,0.0062509506759812076,29,101,16.670491218566895,0.004197835922241211,100,True
60,0.12543867357211605,0.14214574285887333,0.15947005171513062,0.0058796562502800905,29,101,15.467055082321167,0.0029587745666503906,100,True
61,0.12543867357211605,0.1443673182541382,0.16353328119527302,0.006589451297322859,29,101,15.493792057037354,0.002950906753540039,100,True
62,0.12543867357211605,0.14561545917386265,0.16397244850333687,0.007089552275706887,29,101,15.333625793457031,0.0029692649841308594,100,True
63,0.12543867357211605,0.1425248828816082,0.15906942112100375,0.006111864996280611,29,101,15.421932935714722,0.0030570030212402344,100,True
64,0.12543867357211605,0.14391193821766865,0.15831435442513814,0.006314418156958101,29,101,16.40885877609253,0.003172159194946289,100,True
65,0.12543867357211605,0.14260867947608802,0.16538147754535792,0.006829399770600293,29,101,17.079684257507324,0.0032396316528320312,100,True
66,0.12543867357211605,0.13991113869619978,0.16183481618264225,0.0066449577820418635,29,101,16.3297860622406,0.003370046615600586,100,True
67,0.12543867357211605,0.14414069349175512,0.15947733613449427,0.005737556867978477,29,101,15.259698152542114,0.0029556751251220703,100,True
68,0.12543867357211605,0.14265520444933824,0.1558082314416372,0.005226042665267473,29,101,15.30826210975647,0.003082752227783203,100,True
69,0.12543867357211605,0.14450161720013857,0.16437608425682784,0.007273023352629151,29,101,15.584869146347046,0.0030198097229003906,100,True
70,0.12543867357211605,0.14099439939340278,0.1592860396319683,0.005277074149845657,29,101,15.227060079574585,0.0029587745666503906,100,True
71,0.12543867357211605,0.14306376153597822,0.16162223305735107,0.005934025377130385,29,101,15.596538782119751,0.0031690597534179688,100,True
72,0.12543867357211605,0.14185327831312133,0.16132819673440058,0.006222334812403859,29,101,15.392313718795776,0.0031065940856933594,100,True
73,0.12543867357211605,0.13943390854413887,0.15631269850782045,0.005763110295725721,29,101,15.882053852081299,0.002967357635498047,100,True
74,0.12543867357211605,0.14362719259746876,0.16254330430311403,0.006647700171185427,29,101,15.493249893188477,0.0029668807983398438,100,True
75,0.12543867357211605,0.14184245272378715,0.15732298414116597,0.006679958378808291,29,101,15.742815017700195,0.0032308101654052734,100,True
76,0.12543867357211605,0.14007456043566288,0.16173627118214745,0.006066093808900355,29,101,15.60685920715332,0.01572871208190918,100,True
77,0.12543867357211605,0.13994046553974157,0.1565842191530265,0.006328564897502552,29,101,15.919720888137817,0.017618179321289062,100,True
78,0.12543867357211605,0.1443230710777325,0.16186571250241438,0.005950225721292178,29,101,15.779030084609985,0.01546788215637207,100,True
79,0.12543867357211605,0.14361932641016265,0.15586353613863524,0.005314954989295146,29,101,15.960264205932617,0.002985715866088867,100,True
80,0.12543867357211605,0.14539250777174653,0.16147301457270674,0.006901117833950036,29,101,15.98138689994812,0.0029730796813964844,100,True
81,0.12543867357211605,0.14254872109797506,0.15813749394413512,0.006129818337181208,29,101,16.101287126541138,0.0029859542846679688,100,True
82,0.12543867357211605,0.1409781303868992,0.1583989660216717,0.00571732011483474,29,101,15.984021186828613,0.0029921531677246094,100,True
83,0.12543867357211605,0.1422229647991654,0.15756795174705623,0.005474769700285793,29,101,15.73219108581543,0.0030057430267333984,100,True
84,0.12543867357211605,0.142075294252309,0.15614986476757536,0.005426425269433498,29,101,15.950601816177368,0.0030090808868408203,100,True
85,0.12543867357211605,0.14336479256946583,0.16083142221897076,0.006167396015574089,29,101,15.52433180809021,0.0029473304748535156,100,True
86,0.12543867357211605,0.1436495909946607,0.1658033863247133,0.006088355841478433,29,101,16.026994228363037,0.0029718875885009766,100,True
87,0.12543867357211605,0.14223068980472017,0.16192310312540104,0.00620986953713718,29,101,15.267617225646973,0.00323486328125,100,True
88,0.12543867357211605,0.14452143631533595,0.1662602692198735,0.00651169391749066,29,101,16.084909200668335,0.0029544830322265625,100,True
89,0.12543867357211605,0.1449397350241603,0.17049522746407592,0.006166494631810797,29,101,15.754639148712158,0.003003835678100586,100,True
90,0.12543867357211605,0.14344017444204663,0.16135957286516556,0.007125453505173253,29,101,16.355669021606445,0.002952098846435547,100,True
91,0.12543867357211605,0.14068116057385813,0.16004893651047497,0.0061696112126237825,29,101,17.265515089035034,0.0029778480529785156,100,True
92,0.12543867357211605,0.1454810042915002,0.16073228471483766,0.006481686570040545,29,101,17.983513832092285,0.0032012462615966797,100,True
93,0.12543867357211605,0.141783448094167,0.1593795451276232,0.006347373716861342,29,101,16.235858917236328,0.002920389175415039,100,True
94,0.12543867357211605,0.14520613266367915,0.16005693390551434,0.006425927055566776,29,101,15.446332931518555,0.0030150413513183594,100,True
95,0.12543867357211605,0.1419095337568796,0.16452815162983955,0.006862114346248095,29,101,15.501189231872559,0.0029456615447998047,100,True
96,0.12543867357211605,0.1443375471117328,0.18032080912935472,0.006977391553784756,29,101,15.82074785232544,0.0029768943786621094,100,True
97,0.12543867357211605,0.1453675585333943,0.161903864694725,0.006700988999961049,29,101,15.603878021240234,0.0029599666595458984,100,True
