generation,best_fitness,mean_fitness,worst_fitness,std_fitness,n_hospitals_large,n_hospitals_small,time_simulation,time_offspring,n_population,did_random_restart
0,0.37132298798399,0.38450231702920645,0.4054014578221712,0.006169465707060104,58,60,165.08781218528748,0.002208709716796875,100,False
1,0.3318665616531779,0.38304637641416894,0.4498316898766109,0.019458311185903725,47,54,155.65162658691406,0.00926828384399414,100,False
2,0.3292700654697542,0.38412589360324395,0.45934345388416253,0.025700416612348946,42,50,170.3058249950409,0.011066675186157227,100,False
3,0.3292700654697542,0.3812421568102329,0.4402828080879241,0.027480030677232578,42,50,172.17590975761414,0.0076982975006103516,100,False
4,0.3179278652790908,0.35884069968435917,0.42467140605338805,0.02537352644293268,40,51,171.28740882873535,0.008742332458496094,100,False
5,0.3185886752330873,0.3511758274148536,0.4356833884258343,0.026486530797395817,40,51,173.467946767807,0.01007533073425293,100,False
6,0.3181204742143985,0.34572410537729914,0.3915705015964397,0.017626489035821178,42,46,169.3719253540039,0.008355855941772461,100,False
7,0.31688801148984713,0.33695627116421584,0.37877110443786455,0.013267913839780869,38,41,164.87907314300537,0.009829521179199219,100,False
8,0.3195765488965078,0.33456745195810034,0.3637480841512395,0.010436894876421712,38,46,167.26146125793457,0.008397340774536133,100,False
9,0.31603109827436293,0.3310652622641587,0.35496343568383304,0.006538197943155792,39,45,172.52392387390137,0.008646726608276367,100,False
10,0.31767397163445465,0.32967740700199505,0.34954708892010555,0.0066616486808301085,42,50,158.799800157547,0.009124517440795898,100,False
11,0.31767397163445465,0.3291859600990021,0.35044808776247344,0.00675893556619016,42,50,168.7172257900238,0.008609294891357422,100,False
12,0.3161350598396613,0.32870755149016906,0.34762997224214437,0.005560077626016918,41,53,169.6755030155182,0.007816076278686523,100,False
13,0.3165010400539903,0.32674398292146145,0.34455278189107486,0.005208510177260463,40,41,159.59117531776428,0.0075070858001708984,100,False
14,0.31678771231067643,0.32816623888713997,0.3455145255157767,0.005851800815806734,43,40,171.31523299217224,0.008298158645629883,100,False
15,0.3141975023964911,0.3262727518394616,0.3489927336316702,0.005319122355285546,43,43,166.89529156684875,0.007163286209106445,100,False
16,0.3162053344648685,0.32613280033499925,0.3378450617177724,0.004824992346330475,40,45,169.02700328826904,0.0075991153717041016,100,False
17,0.316172272747983,0.32427049540947267,0.3349033794964399,0.004554680682974162,38,44,169.72894382476807,0.007880210876464844,100,False
18,0.31227607714398686,0.3219699916667833,0.3325283608826174,0.003776305299464882,40,43,170.05176091194153,0.007834911346435547,100,False
19,0.31145056716829095,0.3225523999703009,0.332846431441157,0.004338530993253329,41,42,167.19022798538208,0.006831645965576172,100,False
20,0.3131045001153819,0.3212072186984491,0.3301912439968677,0.00376455466364998,38,40,168.85120558738708,0.007727384567260742,100,False
21,0.3106833760935175,0.32088432682879575,0.34140765946811424,0.0049985778511790376,40,44,167.82383799552917,0.007873058319091797,100,False
22,0.3097397676164348,0.3185953293282651,0.32599653536414064,0.003776766183221709,42,44,158.29539823532104,0.007039070129394531,100,False
23,0.30966934148118297,0.31699333308655053,0.3290987605674579,0.003634394671464749,44,42,165.67645454406738,0.007762908935546875,100,False
24,0.30967131923239577,0.3190457757288265,0.32903580751339656,0.003877179569295716,40,40,165.48420357704163,0.009328842163085938,100,False
25,0.3110619724423844,0.3189752503987871,0.33159910064075104,0.0037540197221627466,39,46,169.88635778427124,0.008771896362304688,100,False
26,0.3081382033604237,0.318002950938938,0.3321363717962078,0.003904028619799171,42,38,166.21758913993835,0.007611513137817383,100,False
27,0.3097193917169606,0.31706427713046437,0.3378049215521159,0.0035609929585999965,39,43,162.69807314872742,0.008204460144042969,100,False
28,0.30846583412643475,0.31716236944355836,0.3306185157104664,0.003711414603747558,40,42,161.1223680973053,0.007442474365234375,100,False
29,0.3082977499305753,0.3173428086904386,0.3272832876389131,0.003722749615458879,40,43,165.62983918190002,0.007405519485473633,100,False
30,0.30948562821333925,0.3163332284217451,0.32531288129779123,0.0032880906682598086,41,44,164.4822380542755,0.007496833801269531,100,False
31,0.3100065647358863,0.31512177098563204,0.32768978774668417,0.002947279601110315,40,43,165.18715572357178,0.009011507034301758,100,False
32,0.3100065647358863,0.37702272819379806,0.4016734836741692,0.02272185514523614,40,43,159.16403460502625,0.0031366348266601562,100,True
